unique_id,ds,y
NN3.048,1990-04-30,4540.0
NN3.048,1990-05-31,5560.0
NN3.048,1990-06-30,4690.0
NN3.048,1990-07-31,7160.0
NN3.048,1990-08-31,6000.0
NN3.048,1990-09-30,6280.0
NN3.048,1990-10-31,6660.0
NN3.048,1990-11-30,7600.0
NN3.048,1990-12-31,4330.0
NN3.048,1991-01-31,7780.0
NN3.048,1991-02-28,6070.0
NN3.048,1991-03-31,7350.0
NN3.048,1991-04-30,6940.0
NN3.048,1991-05-31,7320.0
NN3.048,1991-06-30,5480.0
NN3.048,1991-07-31,7640.0
NN3.048,1991-08-31,7310.0
NN3.048,1991-09-30,8560.0
NN3.048,1991-10-31,8360.0
NN3.048,1991-11-30,7230.0
NN3.048,1991-12-31,5270.0
NN3.048,1992-01-31,6210.0
NN3.048,1992-02-29,7280.0
NN3.048,1992-03-31,6560.0
NN3.048,1992-04-30,6040.0
NN3.048,1992-05-31,7370.0
NN3.048,1992-06-30,6800.0
NN3.048,1992-07-31,7100.0
NN3.048,1992-08-31,5670.0
NN3.048,1992-09-30,7420.0
NN3.048,1992-10-31,4150.0
NN3.048,1992-11-30,6800.0
NN3.048,1992-12-31,5490.0
NN3.048,1993-01-31,6240.0
NN3.048,1993-02-28,6230.0
NN3.048,1993-03-31,7750.0
NN3.048,1993-04-30,7090.0
NN3.048,1993-05-31,5560.0
NN3.048,1993-06-30,6230.0
NN3.048,1993-07-31,5460.0
NN3.048,1993-08-31,4460.0
NN3.048,1993-09-30,7840.0
NN3.048,1993-10-31,5110.0
NN3.048,1993-11-30,6420.0
NN3.048,1993-12-31,6630.0
NN3.048,1994-01-31,6180.0
NN3.048,1994-02-28,8030.0
NN3.048,1994-03-31,6190.0
NN3.049,1990-01-31,4200.0
NN3.049,1990-02-28,5100.0
NN3.049,1990-03-31,4200.0
NN3.049,1990-04-30,5500.0
NN3.049,1990-05-31,4500.0
NN3.049,1990-06-30,4200.0
NN3.049,1990-07-31,4500.0
NN3.049,1990-08-31,2100.0
NN3.049,1990-09-30,1800.0
NN3.049,1990-10-31,6300.0
NN3.049,1990-11-30,6600.0
NN3.049,1990-12-31,3300.0
NN3.049,1991-01-31,8100.0
NN3.049,1991-02-28,3600.0
NN3.049,1991-03-31,1800.0
NN3.049,1991-04-30,5500.0
NN3.049,1991-05-31,6700.0
NN3.049,1991-06-30,3600.0
NN3.049,1991-07-31,2400.0
NN3.049,1991-08-31,2100.0
NN3.049,1991-09-30,3600.0
NN3.049,1991-10-31,3100.0
NN3.049,1991-11-30,2400.0
NN3.049,1991-12-31,3450.0
NN3.049,1992-01-31,2100.0
NN3.049,1992-02-29,4500.0
NN3.049,1992-03-31,1800.0
NN3.049,1992-04-30,4200.0
NN3.049,1992-05-31,2700.0
NN3.049,1992-06-30,8750.0
NN3.049,1992-07-31,3000.0
NN3.049,1992-08-31,2100.0
NN3.049,1992-09-30,3600.0
NN3.049,1992-10-31,2700.0
NN3.049,1992-11-30,2700.0
NN3.049,1992-12-31,6300.0
NN3.049,1993-01-31,3900.0
NN3.049,1993-02-28,4800.0
NN3.049,1993-03-31,4800.0
NN3.049,1993-04-30,4200.0
NN3.049,1993-05-31,2400.0
NN3.049,1993-06-30,3600.0
NN3.049,1993-07-31,5100.0
NN3.049,1993-08-31,2400.0
NN3.049,1993-09-30,7800.0
NN3.049,1993-10-31,4200.0
NN3.049,1993-11-30,4200.0
NN3.049,1993-12-31,3600.0
NN3.049,1994-01-31,2100.0
NN3.049,1994-02-28,3300.0
NN3.049,1994-03-31,4200.0
NN3.050,1990-01-31,8300.0
NN3.050,1990-02-28,8155.0
NN3.050,1990-03-31,8405.0
NN3.050,1990-04-30,7145.0
NN3.050,1990-05-31,6945.0
NN3.050,1990-06-30,6725.0
NN3.050,1990-07-31,7270.0
NN3.050,1990-08-31,6825.0
NN3.050,1990-09-30,4150.0
NN3.050,1990-10-31,7145.0
NN3.050,1990-11-30,8080.0
NN3.050,1990-12-31,5500.0
NN3.050,1991-01-31,8660.0
NN3.050,1991-02-28,7080.0
NN3.050,1991-03-31,5560.0
NN3.050,1991-04-30,8345.0
NN3.050,1991-05-31,5890.0
NN3.050,1991-06-30,5175.0
NN3.050,1991-07-31,6650.0
NN3.050,1991-08-31,5915.0
NN3.050,1991-09-30,5905.0
NN3.050,1991-10-31,7060.0
NN3.050,1991-11-30,5905.0
NN3.050,1991-12-31,6735.0
NN3.050,1992-01-31,7235.0
NN3.050,1992-02-29,6375.0
NN3.050,1992-03-31,6315.0
NN3.050,1992-04-30,5910.0
NN3.050,1992-05-31,6330.0
NN3.050,1992-06-30,6070.0
NN3.050,1992-07-31,7675.0
NN3.050,1992-08-31,6280.0
NN3.050,1992-09-30,6130.0
NN3.050,1992-10-31,7120.0
NN3.050,1992-11-30,6380.0
NN3.050,1992-12-31,7465.0
NN3.050,1993-01-31,6600.0
NN3.050,1993-02-28,6190.0
NN3.050,1993-03-31,9185.0
NN3.050,1993-04-30,8065.0
NN3.050,1993-05-31,6285.0
NN3.050,1993-06-30,7640.0
NN3.050,1993-07-31,5565.0
NN3.050,1993-08-31,5710.0
NN3.050,1993-09-30,6785.0
NN3.050,1993-10-31,7220.0
NN3.050,1993-11-30,6205.0
NN3.050,1993-12-31,7410.0
NN3.050,1994-01-31,8925.0
NN3.050,1994-02-28,7380.0
NN3.050,1994-03-31,8150.0
NN3.051,1990-01-31,5379.2
NN3.051,1990-02-28,5338.0
NN3.051,1990-03-31,5977.0
NN3.051,1990-04-30,5585.6
NN3.051,1990-05-31,5594.2
NN3.051,1990-06-30,5590.6
NN3.051,1990-07-31,5458.8
NN3.051,1990-08-31,4778.8
NN3.051,1990-09-30,3979.2
NN3.051,1990-10-31,3950.0
NN3.051,1990-11-30,4659.4
NN3.051,1990-12-31,5552.0
NN3.051,1991-01-31,5847.0
NN3.051,1991-02-28,5590.0
NN3.051,1991-03-31,6060.4
NN3.051,1991-04-30,5997.8
NN3.051,1991-05-31,6238.8
NN3.051,1991-06-30,6138.4
NN3.051,1991-07-31,5622.6
NN3.051,1991-08-31,5165.6
NN3.051,1991-09-30,4342.4
NN3.051,1991-10-31,4149.4
NN3.051,1991-11-30,4935.6
NN3.051,1991-12-31,6338.2
NN3.051,1992-01-31,5947.4
NN3.051,1992-02-29,5580.0
NN3.051,1992-03-31,6087.0
NN3.051,1992-04-30,5994.0
NN3.051,1992-05-31,6362.8
NN3.051,1992-06-30,5754.6
NN3.051,1992-07-31,5499.0
NN3.051,1992-08-31,5027.4
NN3.051,1992-09-30,4182.2
NN3.051,1992-10-31,4177.4
NN3.051,1992-11-30,4451.8
NN3.051,1992-12-31,5166.8
NN3.051,1993-01-31,5508.6
NN3.051,1993-02-28,5180.4
NN3.051,1993-03-31,4928.0
NN3.051,1993-04-30,4880.6
NN3.051,1993-05-31,5284.2
NN3.051,1993-06-30,4767.8
NN3.051,1993-07-31,4258.6
NN3.051,1993-08-31,3996.2
NN3.051,1993-09-30,3753.4
NN3.051,1993-10-31,4009.6
NN3.051,1993-11-30,4590.8
NN3.051,1993-12-31,5071.8
NN3.051,1994-01-31,4275.4
NN3.051,1994-02-28,4644.4
NN3.051,1994-03-31,5693.0
NN3.051,1994-04-30,5504.6
NN3.051,1994-05-31,5441.0
NN3.051,1994-06-30,5244.6
NN3.051,1994-07-31,4814.4
NN3.051,1994-08-31,4237.8
NN3.051,1994-09-30,4222.8
NN3.051,1994-10-31,4267.0
NN3.051,1994-11-30,4630.6
NN3.051,1994-12-31,5193.0
NN3.051,1995-01-31,5082.4
NN3.051,1995-02-28,4245.2
NN3.051,1995-03-31,4649.6
NN3.051,1995-04-30,4405.0
NN3.051,1995-05-31,4840.4
NN3.051,1995-06-30,4172.6
NN3.051,1995-07-31,4039.0
NN3.051,1995-08-31,3689.2
NN3.051,1995-09-30,3636.0
NN3.051,1995-10-31,3591.0
NN3.051,1995-11-30,3371.4
NN3.051,1995-12-31,4217.4
NN3.051,1996-01-31,4406.2
NN3.051,1996-02-29,3821.0
NN3.051,1996-03-31,3902.8
NN3.051,1996-04-30,3820.8
NN3.051,1996-05-31,4247.6
NN3.051,1996-06-30,3766.6
NN3.051,1996-07-31,3380.8
NN3.051,1996-08-31,3289.4
NN3.051,1996-09-30,3254.0
NN3.051,1996-10-31,3022.4
NN3.051,1996-11-30,3693.2
NN3.051,1996-12-31,3982.6
NN3.051,1997-01-31,4186.0
NN3.051,1997-02-28,3724.0
NN3.051,1997-03-31,4528.4
NN3.051,1997-04-30,4815.4
NN3.051,1997-05-31,5609.8
NN3.051,1997-06-30,5176.2
NN3.051,1997-07-31,4534.0
NN3.051,1997-08-31,4037.4
NN3.051,1997-09-30,3783.8
NN3.051,1997-10-31,4015.2
NN3.051,1997-11-30,4237.2
NN3.051,1997-12-31,4364.6
NN3.051,1998-01-31,4682.4
NN3.051,1998-02-28,4830.2
NN3.051,1998-03-31,5608.4
NN3.051,1998-04-30,5077.4
NN3.051,1998-05-31,5400.2
NN3.051,1998-06-30,5524.2
NN3.051,1998-07-31,4731.6
NN3.051,1998-08-31,4209.6
NN3.051,1998-09-30,3394.2
NN3.051,1998-10-31,3721.0
NN3.051,1998-11-30,3998.6
NN3.051,1998-12-31,4790.4
NN3.051,1999-01-31,5135.2
NN3.051,1999-02-28,4383.0
NN3.051,1999-03-31,5164.0
NN3.051,1999-04-30,5137.4
NN3.051,1999-05-31,5690.8
NN3.051,1999-06-30,5166.0
NN3.051,1999-07-31,4850.0
NN3.051,1999-08-31,4349.4
NN3.051,1999-09-30,3685.6
NN3.051,1999-10-31,3507.6
NN3.051,1999-11-30,3659.8
NN3.051,1999-12-31,4374.6
NN3.051,2000-01-31,4300.4
NN3.051,2000-02-29,3593.2
NN3.051,2000-03-31,4313.2
NN3.052,1990-01-31,7433.0
NN3.052,1990-02-28,7693.5
NN3.052,1990-03-31,8525.5
NN3.052,1990-04-30,7538.5
NN3.052,1990-05-31,7428.0
NN3.052,1990-06-30,7834.5
NN3.052,1990-07-31,6146.5
NN3.052,1990-08-31,7417.5
NN3.052,1990-09-30,7764.0
NN3.052,1990-10-31,7690.5
NN3.052,1990-11-30,6792.5
NN3.052,1990-12-31,6986.0
NN3.052,1991-01-31,7748.5
NN3.052,1991-02-28,7496.0
NN3.052,1991-03-31,7685.0
NN3.052,1991-04-30,8162.5
NN3.052,1991-05-31,7826.5
NN3.052,1991-06-30,7736.5
NN3.052,1991-07-31,6285.0
NN3.052,1991-08-31,8220.0
NN3.052,1991-09-30,8180.0
NN3.052,1991-10-31,8367.0
NN3.052,1991-11-30,7568.0
NN3.052,1991-12-31,7741.5
NN3.052,1992-01-31,8374.5
NN3.052,1992-02-29,8749.0
NN3.052,1992-03-31,9561.0
NN3.052,1992-04-30,8494.0
NN3.052,1992-05-31,9021.5
NN3.052,1992-06-30,9278.5
NN3.052,1992-07-31,7773.0
NN3.052,1992-08-31,9039.0
NN3.052,1992-09-30,8666.5
NN3.052,1992-10-31,9568.0
NN3.052,1992-11-30,8322.5
NN3.052,1992-12-31,7841.0
NN3.052,1993-01-31,9190.5
NN3.052,1993-02-28,8687.5
NN3.052,1993-03-31,9352.0
NN3.052,1993-04-30,8694.0
NN3.052,1993-05-31,8390.5
NN3.052,1993-06-30,7608.0
NN3.052,1993-07-31,6494.5
NN3.052,1993-08-31,8317.5
NN3.052,1993-09-30,8422.0
NN3.052,1993-10-31,8813.0
NN3.052,1993-11-30,7599.0
NN3.052,1993-12-31,6893.0
NN3.052,1994-01-31,8153.0
NN3.052,1994-02-28,7983.0
NN3.052,1994-03-31,8484.0
NN3.052,1994-04-30,8018.5
NN3.052,1994-05-31,7501.5
NN3.052,1994-06-30,7323.5
NN3.052,1994-07-31,7101.5
NN3.052,1994-08-31,8056.0
NN3.052,1994-09-30,8270.0
NN3.052,1994-10-31,9090.0
NN3.052,1994-11-30,7572.0
NN3.052,1994-12-31,7591.5
NN3.052,1995-01-31,8439.5
NN3.052,1995-02-28,8296.5
NN3.052,1995-03-31,8866.5
NN3.052,1995-04-30,8340.0
NN3.052,1995-05-31,8491.0
NN3.052,1995-06-30,8274.0
NN3.052,1995-07-31,7898.0
NN3.052,1995-08-31,8361.5
NN3.052,1995-09-30,8602.0
NN3.052,1995-10-31,9478.0
NN3.052,1995-11-30,8227.5
NN3.052,1995-12-31,8214.0
NN3.052,1996-01-31,8672.5
NN3.052,1996-02-29,9013.5
NN3.052,1996-03-31,9652.5
NN3.052,1996-04-30,8821.0
NN3.052,1996-05-31,8701.5
NN3.052,1996-06-30,8970.5
NN3.052,1996-07-31,7511.0
NN3.052,1996-08-31,9029.0
NN3.052,1996-09-30,9057.5
NN3.052,1996-10-31,9569.0
NN3.052,1996-11-30,8626.5
NN3.052,1996-12-31,8051.0
NN3.052,1997-01-31,9472.0
NN3.052,1997-02-28,9051.0
NN3.052,1997-03-31,9835.0
NN3.052,1997-04-30,9612.0
NN3.052,1997-05-31,9545.0
NN3.052,1997-06-30,9156.0
NN3.052,1997-07-31,7417.5
NN3.052,1997-08-31,9144.0
NN3.052,1997-09-30,8481.5
NN3.052,1997-10-31,9200.0
NN3.052,1997-11-30,8161.5
NN3.052,1997-12-31,7360.5
NN3.052,1998-01-31,9508.5
NN3.052,1998-02-28,8688.0
NN3.052,1998-03-31,9761.0
NN3.052,1998-04-30,8840.0
NN3.052,1998-05-31,8995.0
NN3.052,1998-06-30,9093.0
NN3.052,1998-07-31,7498.0
NN3.052,1998-08-31,9277.5
NN3.052,1998-09-30,8806.0
NN3.052,1998-10-31,9982.5
NN3.052,1998-11-30,8038.5
NN3.052,1998-12-31,6843.5
NN3.052,1999-01-31,8856.5
NN3.052,1999-02-28,8687.5
NN3.052,1999-03-31,8104.0
NN3.052,1999-04-30,8508.5
NN3.052,1999-05-31,8680.0
NN3.052,1999-06-30,8209.5
NN3.052,1999-07-31,7177.0
NN3.052,1999-08-31,8892.0
NN3.052,1999-09-30,8522.5
NN3.052,1999-10-31,9794.0
NN3.052,1999-11-30,8177.0
NN3.052,1999-12-31,7586.5
NN3.052,2000-01-31,9386.0
NN3.052,2000-02-29,9381.0
NN3.052,2000-03-31,10178.0
NN3.052,2000-04-30,9532.5
NN3.052,2000-05-31,9437.0
NN3.052,2000-06-30,9690.0
NN3.053,1990-01-31,4243.2
NN3.053,1990-02-28,4111.2
NN3.053,1990-03-31,5193.6
NN3.053,1990-04-30,5302.8
NN3.053,1990-05-31,5464.8
NN3.053,1990-06-30,5828.4
NN3.053,1990-07-31,4926.3
NN3.053,1990-08-31,5310.0
NN3.053,1990-09-30,5681.4
NN3.053,1990-10-31,5355.3
NN3.053,1990-11-30,4597.5
NN3.053,1990-12-31,4356.3
NN3.053,1991-01-31,4230.6
NN3.053,1991-02-28,4511.4
NN3.053,1991-03-31,5410.2
NN3.053,1991-04-30,5334.6
NN3.053,1991-05-31,5672.1
NN3.053,1991-06-30,6129.3
NN3.053,1991-07-31,5363.7
NN3.053,1991-08-31,6035.1
NN3.053,1991-09-30,6373.8
NN3.053,1991-10-31,6159.6
NN3.053,1991-11-30,5258.1
NN3.053,1991-12-31,4999.8
NN3.053,1992-01-31,5552.7
NN3.053,1992-02-29,5391.3
NN3.053,1992-03-31,6426.6
NN3.053,1992-04-30,6255.3
NN3.053,1992-05-31,6336.3
NN3.053,1992-06-30,6325.2
NN3.053,1992-07-31,6225.9
NN3.053,1992-08-31,6084.6
NN3.053,1992-09-30,6157.5
NN3.053,1992-10-31,7053.0
NN3.053,1992-11-30,5779.2
NN3.053,1992-12-31,5146.5
NN3.053,1993-01-31,5989.5
NN3.053,1993-02-28,4824.0
NN3.053,1993-03-31,6156.3
NN3.053,1993-04-30,6240.3
NN3.053,1993-05-31,6238.2
NN3.053,1993-06-30,6294.3
NN3.053,1993-07-31,5797.8
NN3.053,1993-08-31,6316.2
NN3.053,1993-09-30,6804.9
NN3.053,1993-10-31,6791.4
NN3.053,1993-11-30,5787.0
NN3.053,1993-12-31,5374.8
NN3.053,1994-01-31,5822.1
NN3.053,1994-02-28,5089.8
NN3.053,1994-03-31,5673.0
NN3.053,1994-04-30,6132.6
NN3.053,1994-05-31,6004.2
NN3.053,1994-06-30,6632.1
NN3.053,1994-07-31,5648.7
NN3.053,1994-08-31,6373.2
NN3.053,1994-09-30,6607.5
NN3.053,1994-10-31,7025.4
NN3.053,1994-11-30,5952.6
NN3.053,1994-12-31,5423.4
NN3.053,1995-01-31,5655.6
NN3.053,1995-02-28,5569.5
NN3.053,1995-03-31,6221.7
NN3.053,1995-04-30,6306.6
NN3.053,1995-05-31,6294.3
NN3.053,1995-06-30,7148.7
NN3.053,1995-07-31,6243.3
NN3.053,1995-08-31,6196.8
NN3.053,1995-09-30,6965.4
NN3.053,1995-10-31,7477.8
NN3.053,1995-11-30,6389.4
NN3.053,1995-12-31,6097.8
NN3.053,1996-01-31,5638.5
NN3.053,1996-02-29,5841.6
NN3.053,1996-03-31,6842.4
NN3.053,1996-04-30,6360.0
NN3.053,1996-05-31,6761.7
NN3.053,1996-06-30,7429.2
NN3.053,1996-07-31,6030.3
NN3.053,1996-08-31,7200.6
NN3.053,1996-09-30,7121.4
NN3.053,1996-10-31,7293.6
NN3.053,1996-11-30,6786.6
NN3.053,1996-12-31,6190.5
NN3.053,1997-01-31,6376.2
NN3.053,1997-02-28,5809.2
NN3.053,1997-03-31,6559.2
NN3.053,1997-04-30,6657.9
NN3.053,1997-05-31,6850.2
NN3.053,1997-06-30,7306.2
NN3.053,1997-07-31,5922.3
NN3.053,1997-08-31,7165.2
NN3.053,1997-09-30,6894.3
NN3.053,1997-10-31,6931.2
NN3.053,1997-11-30,6523.8
NN3.053,1997-12-31,5502.0
NN3.053,1998-01-31,5954.4
NN3.053,1998-02-28,5686.8
NN3.053,1998-03-31,6790.2
NN3.053,1998-04-30,6361.8
NN3.053,1998-05-31,7029.6
NN3.053,1998-06-30,7118.4
NN3.053,1998-07-31,6667.5
NN3.053,1998-08-31,7255.5
NN3.053,1998-09-30,6778.5
NN3.053,1998-10-31,7340.1
NN3.053,1998-11-30,6060.9
NN3.053,1998-12-31,5083.8
NN3.053,1999-01-31,5471.7
NN3.053,1999-02-28,5272.8
NN3.053,1999-03-31,5913.0
NN3.053,1999-04-30,6349.5
NN3.053,1999-05-31,6651.9
NN3.053,1999-06-30,7156.2
NN3.053,1999-07-31,6472.2
NN3.053,1999-08-31,7195.5
NN3.053,1999-09-30,7767.0
NN3.053,1999-10-31,7696.8
NN3.053,1999-11-30,5817.6
NN3.053,1999-12-31,5298.3
NN3.053,2000-01-31,5877.0
NN3.053,2000-02-29,5968.5
NN3.053,2000-03-31,7110.6
NN3.053,2000-04-30,7034.1
NN3.053,2000-05-31,7047.6
NN3.053,2000-06-30,7251.0
NN3.054,1990-01-31,2478.0
NN3.054,1990-02-28,2769.0
NN3.054,1990-03-31,3697.0
NN3.054,1990-04-30,3679.0
NN3.054,1990-05-31,3970.0
NN3.054,1990-06-30,4074.0
NN3.054,1990-07-31,3038.0
NN3.054,1990-08-31,2817.0
NN3.054,1990-09-30,3022.0
NN3.054,1990-10-31,2919.0
NN3.054,1990-11-30,2652.0
NN3.054,1990-12-31,3518.0
NN3.054,1991-01-31,2458.0
NN3.054,1991-02-28,3701.0
NN3.054,1991-03-31,4232.0
NN3.054,1991-04-30,4143.0
NN3.054,1991-05-31,4286.0
NN3.054,1991-06-30,4461.0
NN3.054,1991-07-31,3240.0
NN3.054,1991-08-31,3931.0
NN3.054,1991-09-30,5003.0
NN3.054,1991-10-31,4870.0
NN3.054,1991-11-30,4625.0
NN3.054,1991-12-31,4608.0
NN3.054,1992-01-31,4755.0
NN3.054,1992-02-29,5109.0
NN3.054,1992-03-31,5728.0
NN3.054,1992-04-30,4970.0
NN3.054,1992-05-31,5290.0
NN3.054,1992-06-30,5109.0
NN3.054,1992-07-31,4063.0
NN3.054,1992-08-31,4551.0
NN3.054,1992-09-30,4493.0
NN3.054,1992-10-31,5467.0
NN3.054,1992-11-30,4906.0
NN3.054,1992-12-31,4324.0
NN3.054,1993-01-31,5539.0
NN3.054,1993-02-28,4925.0
NN3.054,1993-03-31,5869.0
NN3.054,1993-04-30,5708.0
NN3.054,1993-05-31,5727.0
NN3.054,1993-06-30,5271.0
NN3.054,1993-07-31,4447.0
NN3.054,1993-08-31,4759.0
NN3.054,1993-09-30,5336.0
NN3.054,1993-10-31,5593.0
NN3.054,1993-11-30,5128.0
NN3.054,1993-12-31,4233.0
NN3.054,1994-01-31,5603.0
NN3.054,1994-02-28,5323.0
NN3.054,1994-03-31,5429.0
NN3.054,1994-04-30,5459.0
NN3.054,1994-05-31,5417.0
NN3.054,1994-06-30,5532.0
NN3.054,1994-07-31,3978.0
NN3.054,1994-08-31,4532.0
NN3.054,1994-09-30,5359.0
NN3.054,1994-10-31,5695.0
NN3.054,1994-11-30,4656.0
NN3.054,1994-12-31,4268.0
NN3.054,1995-01-31,5481.0
NN3.054,1995-02-28,5493.0
NN3.054,1995-03-31,6019.0
NN3.054,1995-04-30,5408.0
NN3.054,1995-05-31,5400.0
NN3.054,1995-06-30,5145.0
NN3.054,1995-07-31,3605.0
NN3.054,1995-08-31,4316.0
NN3.054,1995-09-30,4969.0
NN3.054,1995-10-31,5778.0
NN3.054,1995-11-30,4966.0
NN3.054,1995-12-31,4177.0
NN3.054,1996-01-31,4713.0
NN3.054,1996-02-29,5065.0
NN3.054,1996-03-31,5759.0
NN3.054,1996-04-30,5606.0
NN3.054,1996-05-31,6010.0
NN3.054,1996-06-30,5718.0
NN3.054,1996-07-31,3526.0
NN3.054,1996-08-31,4844.0
NN3.054,1996-09-30,5556.0
NN3.054,1996-10-31,5672.0
NN3.054,1996-11-30,5529.0
NN3.054,1996-12-31,4934.0
NN3.054,1997-01-31,5485.0
NN3.054,1997-02-28,5348.0
NN3.054,1997-03-31,5569.0
NN3.054,1997-04-30,5770.0
NN3.054,1997-05-31,5806.0
NN3.054,1997-06-30,5130.0
NN3.054,1997-07-31,3174.0
NN3.054,1997-08-31,4969.0
NN3.054,1997-09-30,4947.0
NN3.054,1997-10-31,4910.0
NN3.054,1997-11-30,4706.0
NN3.054,1997-12-31,3532.0
NN3.054,1998-01-31,3489.0
NN3.054,1998-02-28,4554.0
NN3.054,1998-03-31,5382.0
NN3.054,1998-04-30,4780.0
NN3.054,1998-05-31,5589.0
NN3.054,1998-06-30,5311.0
NN3.054,1998-07-31,3572.0
NN3.054,1998-08-31,4696.0
NN3.054,1998-09-30,4687.0
NN3.054,1998-10-31,5433.0
NN3.054,1998-11-30,3872.0
NN3.054,1998-12-31,2829.0
NN3.054,1999-01-31,3738.0
NN3.054,1999-02-28,3393.0
NN3.054,1999-03-31,3713.0
NN3.054,1999-04-30,4351.0
NN3.054,1999-05-31,4691.0
NN3.054,1999-06-30,4279.0
NN3.054,1999-07-31,3178.0
NN3.054,1999-08-31,4254.0
NN3.054,1999-09-30,4519.0
NN3.054,1999-10-31,5296.0
NN3.054,1999-11-30,4106.0
NN3.054,1999-12-31,3064.0
NN3.054,2000-01-31,3868.0
NN3.054,2000-02-29,4175.0
NN3.054,2000-03-31,4783.0
NN3.054,2000-04-30,4726.0
NN3.054,2000-05-31,5039.0
NN3.054,2000-06-30,4723.0
NN3.055,1990-01-31,5682.5
NN3.055,1990-02-28,5286.5
NN3.055,1990-03-31,6608.0
NN3.055,1990-04-30,6826.0
NN3.055,1990-05-31,6994.5
NN3.055,1990-06-30,7509.0
NN3.055,1990-07-31,6599.5
NN3.055,1990-08-31,7312.5
NN3.055,1990-09-30,7791.5
NN3.055,1990-10-31,7302.5
NN3.055,1990-11-30,6168.5
NN3.055,1990-12-31,5303.0
NN3.055,1991-01-31,5631.5
NN3.055,1991-02-28,5515.5
NN3.055,1991-03-31,6676.5
NN3.055,1991-04-30,6592.5
NN3.055,1991-05-31,7101.0
NN3.055,1991-06-30,7793.0
NN3.055,1991-07-31,7177.0
NN3.055,1991-08-31,7843.0
NN3.055,1991-09-30,7858.5
NN3.055,1991-10-31,7576.5
NN3.055,1991-11-30,6229.0
NN3.055,1991-12-31,5739.5
NN3.055,1992-01-31,6559.0
NN3.055,1992-02-29,6126.5
NN3.055,1992-03-31,7486.5
NN3.055,1992-04-30,7627.5
NN3.055,1992-05-31,7602.5
NN3.055,1992-06-30,7710.0
NN3.055,1992-07-31,8102.0
NN3.055,1992-08-31,7533.5
NN3.055,1992-09-30,7736.5
NN3.055,1992-10-31,8695.0
NN3.055,1992-11-30,6885.0
NN3.055,1992-12-31,6079.5
NN3.055,1993-01-31,6874.0
NN3.055,1993-02-28,5194.0
NN3.055,1993-03-31,6980.5
NN3.055,1993-04-30,7280.5
NN3.055,1993-05-31,7313.5
NN3.055,1993-06-30,7670.5
NN3.055,1993-07-31,7251.0
NN3.055,1993-08-31,7909.5
NN3.055,1993-09-30,8434.0
NN3.055,1993-10-31,8333.5
NN3.055,1993-11-30,6898.5
NN3.055,1993-12-31,6637.0
NN3.055,1994-01-31,6683.0
NN3.055,1994-02-28,5584.0
NN3.055,1994-03-31,6510.5
NN3.055,1994-04-30,7263.0
NN3.055,1994-05-31,7114.5
NN3.055,1994-06-30,8114.5
NN3.055,1994-07-31,7228.5
NN3.055,1994-08-31,8126.0
NN3.055,1994-09-30,8071.0
NN3.055,1994-10-31,8602.5
NN3.055,1994-11-30,7371.5
NN3.055,1994-12-31,6678.0
NN3.055,1995-01-31,6440.5
NN3.055,1995-02-28,6207.5
NN3.055,1995-03-31,7067.5
NN3.055,1995-04-30,7512.0
NN3.055,1995-05-31,7474.5
NN3.055,1995-06-30,8992.0
NN3.055,1995-07-31,8265.5
NN3.055,1995-08-31,7841.0
NN3.055,1995-09-30,8758.5
NN3.055,1995-10-31,9183.5
NN3.055,1995-11-30,7792.0
NN3.055,1995-12-31,7670.5
NN3.055,1996-01-31,6530.5
NN3.055,1996-02-29,6621.5
NN3.055,1996-03-31,7870.0
NN3.055,1996-04-30,7250.5
NN3.055,1996-05-31,7779.5
NN3.055,1996-06-30,9027.5
NN3.055,1996-07-31,7891.5
NN3.055,1996-08-31,9021.0
NN3.055,1996-09-30,8559.0
NN3.055,1996-10-31,8738.0
NN3.055,1996-11-30,8051.5
NN3.055,1996-12-31,7354.0
NN3.055,1997-01-31,7182.0
NN3.055,1997-02-28,6319.5
NN3.055,1997-03-31,7353.5
NN3.055,1997-04-30,7519.5
NN3.055,1997-05-31,7854.5
NN3.055,1997-06-30,8996.5
NN3.055,1997-07-31,7684.5
NN3.055,1997-08-31,8708.5
NN3.055,1997-09-30,8371.0
NN3.055,1997-10-31,8385.5
NN3.055,1997-11-30,7916.0
NN3.055,1997-12-31,6872.0
NN3.055,1998-01-31,7492.0
NN3.055,1998-02-28,6515.0
NN3.055,1998-03-31,7875.0
NN3.055,1998-04-30,7487.0
NN3.055,1998-05-31,8195.5
NN3.055,1998-06-30,8533.0
NN3.055,1998-07-31,8688.0
NN3.055,1998-08-31,8892.5
NN3.055,1998-09-30,8221.5
NN3.055,1998-10-31,8652.5
NN3.055,1998-11-30,7410.5
NN3.055,1998-12-31,6457.0
NN3.055,1999-01-31,6400.5
NN3.055,1999-02-28,6260.5
NN3.055,1999-03-31,7220.0
NN3.055,1999-04-30,7617.0
NN3.055,1999-05-31,7922.0
NN3.055,1999-06-30,8934.0
NN3.055,1999-07-31,8395.0
NN3.055,1999-08-31,8945.0
NN3.055,1999-09-30,9738.0
NN3.055,1999-10-31,9224.0
NN3.055,1999-11-30,6923.0
NN3.055,1999-12-31,6572.5
NN3.055,2000-01-31,6962.5
NN3.055,2000-02-29,7038.0
NN3.055,2000-03-31,8564.0
NN3.055,2000-04-30,8534.0
NN3.055,2000-05-31,8420.5
NN3.055,2000-06-30,8831.0
